ID,Site,Subsite,Diver_Team,Date,Transect_Type,Sampling_Period ,Transect_Number,Transect_Heading,Visibility,Species_Code,Species,Abundance,Size_cm,Min_Range_cm,Max_Range_cm,Water_Col_Position,Biomass_kg_m3,Data_Entered_By,Data_Read_By,Notes,QAQC_Name,QAQC_Date,QAQC_Notes
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,DIFO,Sand Perch,1,12,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,DIFO,Sand Perch,1,13,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,DIFO,Sand Perch,1,10,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,DIFO,Sand Perch,1,13,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,DIFO,Sand Perch,1,12,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,DIFO,Sand Perch,1,12,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,DIFO,Sand Perch,1,10,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,DIFO,Sand Perch,1,12,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,DIFO,Sand Perch,1,9,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,DIFO,Sand Perch,1,11,,,R,,CR,,,CR,2015-11-03,0 errors
AR-372_PODS_2015-09-02_R_T3,372,PODS,CR_WF,2015-09-02,Radiating,Fall,3,0,,DIFO,Sand Perch,2,12,,,R,,CR,,,HL,2015-11-3,0 errors 
AR-372_PODS_2015-09-02_S,372,PODS,HL_BW,2015-09-02,Structural,Fall,,,10-15,DIFO,Sand Perch,1,15,,,R,,HL,,,HL,2015-11-3,0 errors 
AR-372_PODS_2015-09-02_S,372,PODS,HL_BW,2015-09-02,Structural,Fall,,,10-15,DIFO,Sand Perch,1,15,,,R,,HL,,,HL,2015-11-3,0 errors 
AR-378_PODS_2015-09-14_S,378,PODS,CR_HL,2015-09-14,Structural,Fall,,,,DIFO,Sand Perch,1,21,,,R,,CR,,,HL,2015-11-7,0 errors 
AR-378_PODS_2015-09-14_S,378,PODS,CR_HL,2015-09-14,Structural,Fall,,,,DIFO,Sand Perch,1,24,,,R,,CR,,,HL,2015-11-7,0 errors 
AR-378_PODS_2015-09-14_S,378,PODS,CR_HL,2015-09-14,Structural,Fall,,,,DIFO,Sand Perch,1,13,,,R,,CR,,,HL,2015-11-7,0 errors 
AR-345_RB1_2015-10-15_R_T3,345,RB1,WF_ML,2015-10-15,Radiating,Fall,3,150-180,15,DIFO,Sand Perch,2,5,,,,,CR,,,HL,2015-11-6,"ID site changed, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,2015-07-17,Structural,Summer,,,,DIFO,Sand Perch,1,10,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,2015-10-29,"Changed ID, 1 error"
AR-345_TITAN_2015-07-17_R_T1,345,TITAN,CR_AP,2015-07-17,Radiating,Summer,1,80,,DIFO,Sand Perch,9,7,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,2015-10-29,0 errors
AR-345_TITAN_2015-07-17_R_T1,345,TITAN,CR_AP,2015-07-17,Radiating,Summer,1,80,,DIFO,Sand Perch,1,4,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,2015-10-29,0 errors
AR-345_TITAN_2015-07-17_R_T2,345,TITAN,CR_AP,2015-07-17,Radiating,Summer,2,80,,DIFO,Sand Perch,1,8,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,2015-10-29,0 errors
AR-345_TITAN_2015-08-10_S,345,TITAN,CR_GS,2015-08-10,Structural,Summer,,,,DIFO,Sand Perch,2,8,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,DIFO,Sand Perch,1,12,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-345_TITAN_2015-10-15_R_T2,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,2,180,15,DIFO,Sand Perch,2,12,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-372_TRAINCARS_2015-09-03_R_T3,372,TRAINCARS,HL_KJ,2015-09-03,Radiating,Fall,3,305,,DIFO,Sand Perch,,,,,R,,HL,,,CR/HL,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,DIFO,Sand Perch,5,13,,,R,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,DIFO,Sand Perch,1,14,,,R,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,DIFO,Sand Perch,1,16,,,R,,CR,,,CR,2015-10-30,0 errors
AR-364_TUGBOAT_2015-09-21_R_T2,364,TUGBOAT,WF_ER,2015-09-21,Radiating,Fall,2,,16,DIFO,Sand Perch,1,7,,,R,,HL,,,CR,2015-11-06,0 errors
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,2015-12-11,Structural,Winter,,50,40,ABSA,Sargeant Major,1,7,,,R,,HL,,,,,
AR-364_BARGE_2015-12-10_S,364,BARGE,CR_LB,2015-12-10,Structural,Winter,,,10,CACA,Saucereye Porgy,1,40,,,R,,CR,,,,,
AR-364_BARGE_2015-12-10_S,364,BARGE,CR_LB,2015-12-10,Structural,Winter,,,10,CACA,Saucereye Porgy,1,28,,,R,,CR,,,,,
AR-364_BARGE_2015-12-10_S,364,BARGE,CR_LB,2015-12-10,Structural,Winter,,,10,CACA,Saucereye Porgy,1,31,,,R,,CR,,,,,
AR-364_BARGE_2015-12-10_S,364,BARGE,CR_LB,2015-12-10,Structural,Winter,,,10,CACA,Saucereye Porgy,2,35,,,R,,CR,,,,,
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,CACA,Saucereye Porgy,1,22,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-330_H-UNITS_2016-01-15_S,330,H-UNITS,HL_LB,2016-01-15,Structural,Winter,,,15,CACA,Saucereye Porgy,1,38,,,S,,HL,,,,,
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,CACA,Saucereye Porgy,1,31,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,CACA,Saucereye Porgy,1,32,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,CACA,Saucereye Porgy,1,29,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,CACA,Saucereye Porgy,1,35,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-09-09_R_T3,370,NR1,CR_BW,2015-09-09,Radiating,Fall,3,275,,CACA,Saucereye Porgy,1,30,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-12-08_S,370,NR1,CR_HL,2015-12-08,Structural,Winter,,330,15,CACA,Saucereye Porgy,1,33,,,R,,CR,,,,,
AR-372_NR1_2015-12-03_S,372,NR1,HL_CR,2015-12-03,Structural,Winter,,270,8-10,CACA,Saucereye Porgy,1,48,,,R,,HL,,,,,
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,CACA,Saucereye Porgy,1,40,,,R,,CR,,,,,
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,CACA,Saucereye Porgy,1,35,,,R,,CR,,,,,
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,CACA,Saucereye Porgy,1,27,,,R,,CR,,,CR,2015-11-03,0 errors
AR-378_PODS_2015-09-14_S,378,PODS,CR_HL,2015-09-14,Structural,Fall,,,,CACA,Saucereye Porgy,1,31,,,R,,CR,,,HL,2015-11-7,0 errors 
AR-345_TITAN_2015-10-15_R_T1,345,TITAN,CR_EE,2015-10-15,Radiating,Fall,1,180,15,CACA,Saucereye Porgy,1,25,,,R,,CR,,,HL,2015-11-6,0 errors 
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,CACA,Saucereye Porgy,1,20,,,,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,CACA,Saucereye Porgy,1,16,,,,,CR,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-07-27_S,330,INDRA,CR_AP_JH,2015-07-27,Structural,Summer,,,,MYPH,Scamp,1,60,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,"Changed ID, 1 error"
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,2015-09-08,Structural,Fall,,,,MYPH,Scamp,1,60,,,R,,HL,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_R_T1,372,TRAINCARS,HL_KJ,2015-09-03,Radiating,Fall,1,305,,MYPH,Scamp,1,26,,,R,,HL,,"For T1 and T1 of the radiating on these train cars, we hit some NR and then a piece of the train cars that had been blown about 90m away, so all of these fish were on hard structure.",CR/HL,2015-10-30,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,STCH,Scup,5,13,,,S,,HL,,,HL,2015-11-3,0 errors
AR-364_BARGE_2015-09-21_R_T1,364,BARGE,CR_SO,2015-09-21,Radiating,Fall,1,270,10,STCH,Scup,1,18,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_BARGE_2015-09-21_R_T1,364,BARGE,CR_SO,2015-09-21,Radiating,Fall,1,270,10,STCH,Scup,1,21,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_BARGE_2015-09-21_R_T1,364,BARGE,CR_SO,2015-09-21,Radiating,Fall,1,270,10,STCH,Scup,1,21,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_BARGE_2015-09-21_S,364,BARGE,HL_BW,2015-09-21,Structural,Fall,,,10-13,STCH,Scup,1,15,,,R,,HL,,,CR,2015-11-03,0 errors
AR-364_BARGE_2015-09-21_S,364,BARGE,HL_BW,2015-09-21,Structural,Fall,,,10-13,STCH,Scup,1,24,,,R,,HL,,,CR,2015-11-03,0 errors
AR-364_BARGE_2015-09-21_S,364,BARGE,HL_BW,2015-09-21,Structural,Fall,,,10-13,STCH,Scup,1,25,,,R,,HL,,,CR,2015-11-03,0 errors
AR-364_BARGE_2015-09-21_S,364,BARGE,HL_BW,2015-09-21,Structural,Fall,,,10-13,STCH,Scup,3,17,,,R,,HL,,,CR,2015-11-03,0 errors
AR-370_BARGE_2015-09-09_R_T1,370,BARGE,HL_AV,2015-09-09,Radiating,Fall,1,180,,STCH,Scup,5,16,,,R,,HL,,Swam through some tires ,HL,2015-11-5,0 errors
AR-370_BARGE_2015-09-09_R_T2,370,BARGE,HL_AV,2015-09-09,Radiating,Fall,2,180,,STCH,Scup,1,18,,,R,,HL,,,HL,2015-11-5,0 errors
AR-370_BARGE_2015-09-09_R_T2,370,BARGE,HL_AV,2015-09-09,Radiating,Fall,2,180,,STCH,Scup,5,,6,9,R,,HL,,,HL,2015-11-5,0 errors
AR-370_BARGE_2015-09-09_R_T3,370,BARGE,HL_AV,2015-09-09,Radiating,Fall,3,180,,STCH,Scup,2,,14,15,R,,HL,,,HL,2015-11-5,0 errors
AR-345_CONC_2015-10-15_S,345,CONC,CR_EE,2015-10-15,Structural,Fall,,,15,STCH,Scup,2,26,,,R,,CR,,,HL,2015-11-6,"Added visibility, 1 error "
AR-364_DOMES_2015-09-21_R_T1,364,DOMES,WF_EA,2015-09-21,Radiating,Fall,1,80,13,STCH,Scup,1,7,,,,,CR,,,CR,2015-11-03,0 errors
AR-364_DOMES_2015-09-21_R_T3,364,DOMES,WF_EA,2015-09-21,Radiating,Fall,3,80,13,STCH,Scup,1,7,,,,,CR,,,CR,2015-11-03,0 errors
AR-364_DOMES_2015-09-21_S,364,DOMES,HL_BW,2015-09-21,Structural,Fall,,,,STCH,Scup,2,16,,,R,,HL,,,CR,2015-11-03,0 errors
AR-364_DOMES_2015-09-21_S,364,DOMES,HL_BW,2015-09-21,Structural,Fall,,,,STCH,Scup,1,13,,,R,,HL,,,CR,2015-11-03,0 errors
AR-364_DOMES_2015-09-21_S,364,DOMES,HL_BW,2015-09-21,Structural,Fall,,,,STCH,Scup,1,12,,,R,,HL,,,CR,2015-11-03,0 errors
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,STCH,Scup,1,27,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,STCH,Scup,1,26,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,STCH,Scup,1,26,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_H-UNITS_2015-09-08_S,330,H-UNITS,CR_JF,2015-09-08,Structural,Fall,,30,,STCH,Scup,1,27,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-330_INDRA_2015-09-08_R_T1,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,1,70,,STCH,Scup,1,23,,,,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-330_INDRA_2015-09-08_R_T1,330,INDRA,CR_JF,2015-09-08,Radiating,Fall,1,70,,STCH,Scup,1,21,,,,,CR,,,CR,2015-10-30,"Changed ID, 1 error"
AR-370_LIBERTYSHIP_2015-09-03_R_T2,370,LIBERTYSHIP ,WF_JS,2015-09-03,Radiating,Fall,2,,,STCH,Scup,1,12,,,R,,CR,,,CR,2015-10-30,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T3,370,LIBERTYSHIP ,WF_JS,2015-09-03,Radiating,Fall,3,,,STCH,Scup,5,10,,,R,,CR,,,CR,2015-10-30,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,STCH,Scup,1,14,,,R,,HL,,,CR,2015-10-30,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,2015-09-03,Structural,Fall,,,,STCH,Scup,1,15,,,R,,HL,,,CR,2015-10-30,0 errors
AR-370_NR1_2015-09-09_R_T1,370,NR1,CR_BW,2015-09-09,Radiating,Fall,1,275,,STCH,Scup,1,21,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-09-09_R_T1,370,NR1,CR_BW,2015-09-09,Radiating,Fall,1,275,,STCH,Scup,1,25,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-09-09_R_T1,370,NR1,CR_BW,2015-09-09,Radiating,Fall,1,275,,STCH,Scup,1,13,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-09-09_R_T1,370,NR1,CR_BW,2015-09-09,Radiating,Fall,1,275,,STCH,Scup,1,23,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-09-09_R_T1,370,NR1,CR_BW,2015-09-09,Radiating,Fall,1,275,,STCH,Scup,1,20,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-09-09_R_T2,370,NR1,CR_BW,2015-09-09,Radiating,Fall,2,275,,STCH,Scup,1,20,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-09-09_R_T3,370,NR1,CR_BW,2015-09-09,Radiating,Fall,3,275,,STCH,Scup,1,22,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-09-09_R_T3,370,NR1,CR_BW,2015-09-09,Radiating,Fall,3,275,,STCH,Scup,1,25,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR1_2015-09-09_S,370,NR1,HL_AV,2015-09-09,Structural,Fall,,270,,STCH,Scup,1,12,,,R,,HL,,,HL,2015-11-5,0 errors
AR-370_NR1_2015-09-09_S,370,NR1,HL_AV,2015-09-09,Structural,Fall,,270,,STCH,Scup,1,15,,,R,,HL,,,HL,2015-11-5,"AR # was incorrect, 1 error "
AR-372_NR1_2015-09-02_S,372,NR1,CR_WF,2015-09-02,Structural,Fall,,121,,STCH,Scup,1,15,,,S,,CR,,,HL,2015-11-3,0 errors
AR-372_NR1_2015-12-03_S,372,NR1,HL_CR,2015-12-03,Structural,Winter,,270,8-10,STCH,Scup,5,12,,,R_S,,HL,,,,,
AR-378_NR1_2015-09-14_S,378,NR1,WF_CR,2015-09-14,Structural,Fall,,,,STCH,Scup,20,7,,,,,HL,,,HL,2015-11-5,0 errors
AR-370_NR2_2015-09-09_R,370,NR2,HL_AV,2015-09-09,Radiating,Fall,1,270,,STCH,Scup,1,18,,,R,,HL,,,HL,2015-11-5,0 errors
AR-370_NR2_2015-09-09_R,370,NR2,HL_AV,2015-09-09,Radiating,Fall,1,270,,STCH,Scup,1,13,,,R,,HL,,,HL,2015-11-5,0 errors
AR-370_NR2_2015-09-09_R_T1,370,NR2,HL_AV,2015-09-09,Radiating,Fall,1,270,,STCH,Scup,1,18,,,R,,HL,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_R_T1,370,NR2,HL_AV,2015-09-09,Radiating,Fall,1,270,,STCH,Scup,1,13,,,R,,HL,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,STCH,Scup,1,22,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,STCH,Scup,1,23,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,STCH,Scup,1,20,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,STCH,Scup,1,23,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,STCH,Scup,1,15,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,STCH,Scup,1,22,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-372_NR2_2015-09-02_R_T1,372,NR2,CR_WF,2015-09-02,Radiating,Fall,1,0,,STCH,Scup,1,15,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-09-02_R_T1,372,NR2,CR_WF,2015-09-02,Radiating,Fall,1,0,,STCH,Scup,1,16,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-09-02_R_T2,372,NR2,CR_WF,2015-09-02,Radiating,Fall,2,0,,STCH,Scup,1,14,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-09-02_R_T3,372,NR2,CR_WF,2015-09-02,Radiating,Fall,3,0,,STCH,Scup,4,19,,,R,,CR,,,HL,2015-11-3,0 errors
AR-342_PIPES_2015-10-14_R_T1,342,PIPES,WF_ML,2015-10-14,Radiating,Fall,1,320,,STCH,Scup,1,7,,,,,CR,,,HL,2015-11-6,0 errors
AR-345_PIPES_2015-08-10_S,345,PIPES,HL_GS,2015-08-10,Structural,Summer,,,,STCH,Scup,1,17,,,,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-370_PIPES_2015-09-03_R_T1,370,PIPES,WF_JS,2015-09-03,Radiating,Fall,1,110-130,,STCH,Scup,1,10,,,R,,HL,,"No visibility after 1st meter, they didn't write any fish for T2 or T3, but they went to 90m for rugosity vis terrible, weren't 100% they were on the bottom for rugostiy ",CR,2015-10-30,0 errors
AR-370_PIPES_2015-09-03_S,370,PIPES,CR_MD,2015-09-03,Structural,Fall,,,5,STCH,Scup,1,17,,,R,,CR,,,CR/HL,2015-10-30,0 errors
AR-370_PIPES_2015-09-03_S,370,PIPES,CR_MD,2015-09-03,Structural,Fall,,,5,STCH,Scup,1,13,,,R,,CR,,,CR/HL,2015-10-30,0 errors
AR-370_PIPES_2015-09-03_S,370,PIPES,CR_MD,2015-09-03,Structural,Fall,,,5,STCH,Scup,1,15,,,R,,CR,,,CR/HL,2015-10-30,0 errors
AR-370_PIPES_2015-09-03_S,370,PIPES,CR_MD,2015-09-03,Structural,Fall,,,5,STCH,Scup,1,14,,,R,,CR,,,CR/HL,2015-10-30,0 errors
AR-370_PIPES_2015-12-08_S,370,PIPES,HL_CR,2015-12-08,Structural,Winter,,220,2-3,STCH,Scup,15,,14,18,,,HL,,,,,
AR-378_PIPES_2015-09-14_R_T1,378,PIPES,HL_CR,2015-09-14,Radiating,Fall,1,95,,STCH,Scup,2,12,,,R,,HL,,,CR,2015-11-03,0 errors
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,STCH,Scup,1,20,,,R,,HL,,,HL,2015-11-30,0 errors 
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,STCH,Scup,1,22,,,R,,HL,,,HL,2015-11-31,0 errors 
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,STCH,Scup,1,12,,,R,,HL,,,HL,2015-11-32,0 errors 
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,STCH,Scup,1,28,,,R,,HL,,,HL,2015-11-33,0 errors 
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,STCH,Scup,1,25,,,R,,HL,,,HL,2015-11-34,0 errors 
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,STCH,Scup,1,21,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,STCH,Scup,1,24,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,STCH,Scup,1,22,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,STCH,Scup,1,22,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,STCH,Scup,1,14,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,STCH,Scup,1,14,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_PODS_2015-09-21_S,364,PODS,CR_SO,2015-09-21,Structural,Fall,,60,,STCH,Scup,1,15,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_R_T1,370,PODS,CR_HL,2015-09-15,Radiating,Fall,1,0,20,STCH,Scup,2,18,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,STCH,Scup,2,23,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,STCH,Scup,1,21,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,STCH,Scup,1,18,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_R_T3,370,PODS,CR_HL,2015-09-15,Radiating,Fall,3,0,20,STCH,Scup,1,16,,,R,,CR,,"Tire at 64 m, 3 tires at 73 m, 2 tires at 78 m, pipes at 90 m",CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,STCH,Scup,1,23,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,STCH,Scup,1,14,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,STCH,Scup,1,13,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,STCH,Scup,1,15,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,STCH,Scup,1,17,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,STCH,Scup,1,18,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,STCH,Scup,1,13,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-09-15_S,370,PODS,CR_HL,2015-09-15,Structural,Fall,,,20,STCH,Scup,1,15,,,R,,CR,,,CR,2015-11-03,0 errors
AR-370_PODS_2015-12-08_S,370,PODS,HL_CR,2015-12-08,Structural,Winter,,130,2-3,STCH,Scup,3,12,,,R,,HL,,,,,
AR-370_PODS_2015-12-08_S,370,PODS,HL_CR,2015-12-08,Structural,Winter,,130,2-3,STCH,Scup,5,10,,,R,,HL,,,,,
