ID, AR_ #,AR_Subsite,Diver_Team,Date,Transect_Type,Sampling_Period ,Transect_Number,Transect_Heading,Visibility,Species code,Species,Abundance,Size_cm,Min Range_cm,Max Range_cm,Water_Col_Position,Biomass_kg/m3,Data entered by,Data read by,NOTES,QAQC_name,QAQC_date,QAQC_Notes
AR-370_BARGE_2015-09-09_R_T3,370,BARGE,HL_AV,9/9/2015,Radiating,Fall,3,180,,STCH,Scup,2,,14,15,R,,HL,,,HL,11/5/2015,0 errors
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,SESU,Belted Sandfish,1,11,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,SESU,Belted Sandfish,1,10,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,SESU,Belted Sandfish,1,11,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,SESU,Belted Sandfish,1,12,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,SESU,Belted Sandfish,1,12,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,SESU,Belted Sandfish,1,5,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,SESU,Belted Sandfish,1,13,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,SESU,Belted Sandfish,1,12,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,20,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,24,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,16,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,21,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,24,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,13,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,18,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,14,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,22,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CEST,Black Sea Bass,1,17,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,BLEN,Unknown Blenny,1,5,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,OPMA,Redlip Blenny,1,10,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,OPMA,Redlip Blenny,1,5,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,20,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,14,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,14,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,23,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,13,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,24,,,R,,CR,,,HL,11/5/2015,"Added visibility, changed size, 2 errors "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,9,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,20,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,25,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,7,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,10,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,22,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HABI,Slippery Dick,1,15,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,7,21,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,2,14,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,23,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,21,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,25,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,23,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,27,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,11,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,26,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,25,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,11,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,15,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,23,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,2,13,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,DIHO,Spottail Pinfish,1,13,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HAAU,Tomtate,11,18,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HAAU,Tomtate,60,11,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HAAU,Tomtate,11,18,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HAAU,Tomtate,60,11,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,HAAU,Tomtate,200,12,,,R,,"HL, same time as QA/QC",,,HL,11/5/2015,"Added this data point, 1 error"
AR-370_BARGE_2015-09-09_S,370,BARGE,CR_BW,9/9/2015,Structural,Fall,,,10ft,CARA,Unknown Jack,1,14,,,R,,CR,,,HL,11/5/2015,"Added visibility, 1 error "
AR-370_LIBERTYSHIP_2015-09-03_R_T1,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,1,,,CEOC,Bank Sea Bass,1,5,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T1,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,1,,,PAUM,Cubbyu ,1,5,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T1,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,1,,,HABI,Slippery Dick,1,7,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T1,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,1,,,HABI,Slippery Dick,1,3,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T1,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,1,,,DIHO,Spottail Pinfish,5,6,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T1,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,1,,,HAAU,Tomtate,200,3,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T1,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,1,,,HAAU,Tomtate,5,10,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T1,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,1,,,UNK,Unknown Fish Species,2,3,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T2,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,2,,,LARH,Pinfish,2,10,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T2,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,2,,,STCH,Scup,1,12,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T3,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,3,,,LARH,Pinfish,1,10,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T3,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,3,,,DIFO,Sand Perch,2,8,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T3,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,3,,,STCH,Scup,5,10,,,R,,CR,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_R_T3,370,LIBERTYSHIP ,WF_JS,9/3/2015,Radiating,Fall,3,,,TETR,Unknown Puffer,1,10,,,R,,CR,,"No ID, too quick",CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CARU,Bar Jack,4,26,,,W,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,SESU,Belted Sandfish,3,4,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,SESU,Belted Sandfish,1,5,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,SESU,Belted Sandfish,1,8,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,SESU,Belted Sandfish,1,4,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CEST,Black Sea Bass,1,7,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CEST,Black Sea Bass,2,6,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CEST,Black Sea Bass,1,10,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CEST,Black Sea Bass,1,12,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CEST,Black Sea Bass,1,15,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CEST,Black Sea Bass,1,12,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CEST,Black Sea Bass,1,10,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CEST,Black Sea Bass,2,8,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,STVA/STLE,Cocoa/Beaugregory Damselfish,1,5,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,DESP,Decapterus Species- likely round or mackeral scad,40,,2,4,W,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,MYMI,Gag,1,25,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,SYFO,Inshore Lizardfish,1,22,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CANO,Knobbed Porgy,2,20,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,STCH,Scup,1,14,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,STCH,Scup,1,15,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HABI,Slippery Dick,1,2,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HABI,Slippery Dick,1,4,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HABI,Slippery Dick,4,,5,6,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HABI,Slippery Dick,1,13,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HABI,Slippery Dick,1,11,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HABI,Slippery Dick,10,,8,10,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HABI,Slippery Dick,4,14,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HABI,Slippery Dick,5,,5,7,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HABI,Slippery Dick,1,16,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,SCMA,Spanish Mackerel,5,25,,,W,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,DIHO,Spottail Pinfish,50,,10,15,R/S,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,DIHO,Spottail Pinfish,20,,4,15,R/S,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HAAU,Tomtate,200,,4,7,S/W,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CARA,Unkown Jack,2,,,,W,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,GOBY,Unknown Goby,1,3,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,GRUN,Unknown Grunt,1,4,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HAPL,White Grunt,2,14,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,HAPL,White Grunt,2,11,,,R,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-09-03_S,370,LIBERTYSHIP ,HL_KJ,9/3/2015,Structural,Fall,,,,CABAR,Yellow Jack,5,23,,,W,,HL,,,CR,10/30/2015,0 errors
AR-370_LIBERTYSHIP_2015-12-09_R_T1,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,1,270,15-20 ft,CEST,Black Sea Bass,5,10,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T1,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,1,270,15-20 ft,CEST,Black Sea Bass,3,,15,20,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T1,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,1,270,15-20 ft,STCA/STCH,Longspine Porgy/Scup,80,,7,12,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T1,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,1,270,15-20 ft,DIHO,Spottail Pinfish,1,10,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T1,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,1,270,15-20 ft,PORG,Unknown Porgy,1,15,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T1,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,1,270,15-20 ft,PORG,Unknown Porgy,1,25,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T2,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,2,270,15-20 ft,,,NO_FISH,,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T3,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,3,270,15-20 ft,CEST,Black Sea Bass,1,5,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T3,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,3,270,15-20 ft,STCA/STCH,Longspine Porgy/Scup,12,7,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T3,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,3,270,15-20 ft,HABI,Slippery Dick,12,,4,7,,,CR,,at 35 m stack of tires,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T4,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,4,270,15-20 ft,,,NO_FISH,,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T5,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,5,270,15-20 ft,CEST,Black Sea Bass,3,5,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T5,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,5,270,15-20 ft,HABI,Slippery Dick,1,3,,,,,CR,,at 72 m beam on bottom,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T6,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,6,270,15-20 ft,SESU,Belted Sandfish,1,2,,,,,CR,,at 85 m low relief hard substrate,,,
AR-370_LIBERTYSHIP_2015-12-09_R_T6,370,LIBERTYSHIP,WF_LB,12/9/2015,Radiating,Winter ,6,270,15-20 ft,HABI,Slippery Dick,12,2,,,,,CR,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,12/9/2015,Structural,Winter ,,,15-20ft,SESU,Belted Sandfish,5,,4,5,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,12/9/2015,Structural,Winter ,,,15-20ft,SESU,Belted Sandfish,2,2,,,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,12/9/2015,Structural,Winter ,,,15-20ft,CEST,Black Sea Bass,18,,10,12,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,12/9/2015,Structural,Winter ,,,15-20ft,CEST,Black Sea Bass,5,,30,33,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,12/9/2015,Structural,Winter ,,,15-20ft,CEST,Black Sea Bass,7,,20,22,R,,HL,,,,,
AR-370_LIBERTYSHIP_2015-12-09_S,370,LIBERTYSHIP,HL_CR,12/9/2015,Structural,Winter ,,,15-20ft,CEST,Black Sea Bass,3,,5,7,R,,HL,,,,,
