"ID","Site","Subsite","Date","Transect_Type","Sampling_Period","Transect_Number","Temp_avg","Temp_max","Temp_min","max_dep","min_dep","avg_dep","ver_rel_m","DRR","Structure_Type","Structure_Material","Reef_Type","Deployment_Year","Time_Since_Deployment_yrs","Depth_ft","DMF_Area_sqft","DMF_Notes","Longitude_DD","Latitude_DD","GIS_FID","NEAR_FID","Distance_to_HB","NR_FID","Distance_to_NR","AR_FID","Distance_to_AR","Distance_To_Nearest_Land_ft","Distance_To_Nearest_Land_miles","Notes","ABSA","ACAN","ARPR","BLEN","CAAR","CABAR","CACA","CACR","CANO","CAPE","CARA","CARU","CASU","CEOC","CEST","CHAE","CHFA","CHISC","CHOC","COGL","COPU","DEMA","DEPU","DESP","DIFO","DIHO","GERR","GNTH","GOBY","GRUN","HAAL","HAAU","HABI","HAPL","JDAM","LARH","MULL","MUMA","MYMI","MYPH","NOFI","OPMA","OPTA","PAAL","PADE","PALE","PAMA","PARA","PAUM","PORG","PSMA","RAEG","RYMA","SCMA","SEDU","SEFA","SERI","SESU","SPBA","SPHY","SPSP","STCA/STCH","STCH","STHI","STVA/STLE","SYFO","SYIN","SYSP","TAON","TETR","UNK","UPPA","WRAS"
"AR-345_TITAN_2016-04-21_R_T2",345,"TITAN","2016-04-21","Radiating","Spring",1,16.523,16.523,16.523,19.0941,18.7136,18.8591983333333,0.380500000000001,0.0874467616990626,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-04-21_R_T3",345,"TITAN","2016-04-21","Radiating","Spring",2,16.5266893203883,16.618,16.523,19.0669,18.7377,18.8941941747573,0.3292,0.0731430291335539,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-04-21_R_T4",345,"TITAN","2016-04-21","Radiating","Spring",2,16.5266893203883,16.618,16.523,19.0669,18.7377,18.8941941747573,0.3292,0.0731430291335539,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-04-21_R_T5",345,"TITAN","2016-04-21","Radiating","Spring",3,16.5270598290598,16.618,16.523,19.1243,18.5143,18.8422837606838,0.610000000000003,0.100001396505133,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-04-21_R_T6",345,"TITAN","2016-04-21","Radiating","Spring",3,16.5270598290598,16.618,16.523,19.1243,18.5143,18.8422837606838,0.610000000000003,0.100001396505133,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-04-21_S_T0",345,"TITAN","2016-04-21","Structural","Spring",0,16.618,16.618,16.618,18.919,16.9432,17.986417961165,1.9758,0.474218311069777,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,98,0,0,0,0,0,25,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2015-09-21_R_T1",364,"BARGE","2015-09-21","Radiating","Fall",1,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2015-09-21_R_T2",364,"BARGE","2015-09-21","Radiating","Fall",2,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2015-09-21_R_T3",364,"BARGE","2015-09-21","Radiating","Fall",3,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2015-09-21_S_T0",364,"BARGE","2015-09-21","Structural","Fall",0,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,36,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,4,0,0,0,0,0,0,7,0,0,2,1,6,0,1,0,0,0,0,0,0,0,0
"AR-364_BARGE_2015-12-10_R_T1",364,"BARGE","2015-12-10","Radiating","Winter",1,16.141,16.141,16.141,14.62202171,13.07690214,13.6813633743396,1.54511957,0.440987843813024,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,0,0,0,0,0,0,1,0,0,0,0
"AR-364_BARGE_2015-12-10_R_T3",364,"BARGE","2015-12-10","Radiating","Winter",2,16.141,16.141,16.141,13.2527329,12.74953303,12.989375887006,0.50319987,0.113919158427891,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2015-12-10_R_T4",364,"BARGE","2015-12-10","Radiating","Winter",2,16.141,16.141,16.141,13.2527329,12.74953303,12.989375887006,0.50319987,0.113919158427891,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2015-12-10_R_T5",364,"BARGE","2015-12-10","Radiating","Winter",3,16.141,16.141,16.141,13.25878899,12.71312845,12.9708414115263,0.54566054,0.112065615367806,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2015-12-10_R_T6",364,"BARGE","2015-12-10","Radiating","Winter",3,16.141,16.141,16.141,13.25878899,12.71312845,12.9708414115263,0.54566054,0.112065615367806,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2015-12-10_S_T0",364,"BARGE","2015-12-10","Structural","Winter",0,16.141,16.141,16.141,15.39944679,14.13943978,14.8101176131818,1.26000701,0.249114293890465,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,2,0,0,0,5,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,1000,0,11,0,0,0,0,0,14,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AR-364_BARGE_2016-03-09_R_T1",364,"BARGE","2016-03-09","Radiating","Spring",1,12.9528037383178,12.98,12.883,14.5466,13.0606,13.6621981308411,1.486,0.395866511230054,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2016-03-09_R_T2",364,"BARGE","2016-03-09","Radiating","Spring",1,12.9528037383178,12.98,12.883,14.5466,13.0606,13.6621981308411,1.486,0.395866511230054,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2016-03-09_R_T3",364,"BARGE","2016-03-09","Radiating","Spring",2,12.98,12.98,12.98,13.1757,12.9062,13.0247240740741,0.269500000000001,0.0654806197630659,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2016-03-09_R_T4",364,"BARGE","2016-03-09","Radiating","Spring",2,12.98,12.98,12.98,13.1757,12.9062,13.0247240740741,0.269500000000001,0.0654806197630659,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2016-03-09_R_T5",364,"BARGE","2016-03-09","Radiating","Spring",3,12.98,12.98,12.98,13.1182,12.8849,13.0130159292035,0.2333,0.0437908514711279,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2016-03-09_R_T6",364,"BARGE","2016-03-09","Radiating","Spring",3,12.98,12.98,12.98,13.1182,12.8849,13.0130159292035,0.2333,0.0437908514711279,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_BARGE_2016-03-09_S_T0",364,"BARGE","2016-03-09","Structural","Spring",0,12.98,12.98,12.98,15.7075,14.6454,15.333622875817,1.0621,0.248176371785728,"SHIP","METAL","Artificial",1997,19,53,16877.308,"297 FT HT-290 Barge",77.7148,34.24656667,16,28,241.8457581,NA,NA,28,241.8457581,11862.59336,2.246703287,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PIPES_2015-12-10_R_T1",364,"PIPES","2015-12-10","Radiating","Winter",1,16.1363278688525,16.141,16.046,13.5103,12.8981,13.2687598360656,0.612200000000001,0.120394910561988,"PIPES","CONCRETE","Artificial",NA,NA,NA,NA,"",77.71663333,34.24436667,20,19,177.1521322,NA,NA,19,177.1521322,11885.61695,2.251063817,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PIPES_2015-12-10_R_T2",364,"PIPES","2015-12-10","Radiating","Winter",1,16.1363278688525,16.141,16.046,13.5103,12.8981,13.2687598360656,0.612200000000001,0.120394910561988,"PIPES","CONCRETE","Artificial",NA,NA,NA,NA,"",77.71663333,34.24436667,20,19,177.1521322,NA,NA,19,177.1521322,11885.61695,2.251063817,"Added to GIS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PIPES_2015-12-10_R_T3",364,"PIPES","2015-12-10","Radiating","Winter",2,16.141,16.141,16.141,13.9618,13.1254,13.4636916167665,0.836399999999999,0.145413516885995,"PIPES","CONCRETE","Artificial",NA,NA,NA,NA,"",77.71663333,34.24436667,20,19,177.1521322,NA,NA,19,177.1521322,11885.61695,2.251063817,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PIPES_2015-12-10_R_T4",364,"PIPES","2015-12-10","Radiating","Winter",2,16.141,16.141,16.141,13.9618,13.1254,13.4636916167665,0.836399999999999,0.145413516885995,"PIPES","CONCRETE","Artificial",NA,NA,NA,NA,"",77.71663333,34.24436667,20,19,177.1521322,NA,NA,19,177.1521322,11885.61695,2.251063817,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0
"AR-364_PIPES_2015-12-10_R_T5",364,"PIPES","2015-12-10","Radiating","Winter",3,16.141,16.141,16.141,13.61330843,13.22544647,13.4212224980328,0.38786196,0.0832825851276884,"PIPES","CONCRETE","Artificial",NA,NA,NA,NA,"",77.71663333,34.24436667,20,19,177.1521322,NA,NA,19,177.1521322,11885.61695,2.251063817,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PIPES_2015-12-10_R_T6",364,"PIPES","2015-12-10","Radiating","Winter",3,16.141,16.141,16.141,13.61330843,13.22544647,13.4212224980328,0.38786196,0.0832825851276884,"PIPES","CONCRETE","Artificial",NA,NA,NA,NA,"",77.71663333,34.24436667,20,19,177.1521322,NA,NA,19,177.1521322,11885.61695,2.251063817,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PIPES_2015-12-10_S_T0",364,"PIPES","2015-12-10","Structural","Winter",0,16.0926257668712,16.141,16.046,13.66713278,12.79723325,13.246539461227,0.86989953,0.179253958885389,"PIPES","CONCRETE","Artificial",NA,NA,NA,NA,"",77.71663333,34.24436667,20,19,177.1521322,NA,NA,19,177.1521322,11885.61695,2.251063817,"Added to GIS",0,0,1,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PODS_2015-09-21_R_T1",364,"PODS","2015-09-21","Radiating","Fall",1,NA,NA,NA,NA,NA,NA,NA,NA,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PODS_2015-09-21_R_T3",364,"PODS","2015-09-21","Radiating","Fall",3,NA,NA,NA,NA,NA,NA,NA,NA,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PODS_2015-09-21_S_T0",364,"PODS","2015-09-21","Structural","Fall",0,26.292,26.292,26.292,13.9084918,12.7148296,13.4214121877003,1.1936622,0.319720185561996,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,2,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,6,37,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,1,0,0,0,0,0,0,0
"AR-364_PODS_2015-12-10_S_T0",364,"PODS","2015-12-10","Structural","Winter",0,16.141,16.141,16.141,13.54090753,12.34676901,13.0513064871341,1.19413852,0.266423214469071,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PODS_2016-03-15_R_T1",364,"PODS","2016-03-15","Radiating","Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PODS_2016-03-15_R_T2",364,"PODS","2016-03-15","Radiating","Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PODS_2016-03-15_R_T3",364,"PODS","2016-03-15","Radiating","Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PODS_2016-03-15_R_T4",364,"PODS","2016-03-15","Radiating","Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PODS_2016-03-15_R_T5",364,"PODS","2016-03-15","Radiating","Spring",3,NA,NA,NA,NA,NA,NA,NA,NA,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-364_PODS_2016-03-15_R_T6",364,"PODS","2016-03-15","Radiating","Spring",3,NA,NA,NA,NA,NA,NA,NA,NA,"ATLANTIC_PODS","CONCRETE","Artificial",2015,1,46,NA,"",77.7168,34.2439,19,20,177.1521322,NA,NA,20,177.1521322,11943.63515,2.262052111,"NOT in GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
